RankXc	ScanNum	ChargeState	MultiProteinID	Reference	
1	393	1	1	SO_0049
1	393	1	2	SO_2308
1	393	1	3	SO_3654
1	393	1	4	SO_3922
1	393	1	5	SO_4149
1	395	3	1	SO_2275
1	395	3	2	SO_4533
1	403	1	1	SO_0384
1	403	1	2	SO_2861
1	403	1	3	SO_2963
1	403	1	4	SO_3407
1	403	1	5	SO_3779
1	403	1	6	SO_4029
1	403	1	7	SO_4163
1	403	1	8	SO_4734
1	404	3	1	SO_1412
1	404	3	2	SO_3298
1	410	1	1	SO_0695
1	410	1	2	SO_0870
1	410	1	3	SO_0888
1	410	1	4	SO_1498
1	410	1	5	SO_2702
1	410	1	6	SO_3740
1	410	1	7	SO_3828
1	421	1	1	SO_0365
1	421	1	2	SO_0524
1	421	1	3	SO_1857
1	421	1	4	SO_2214
1	421	1	5	SO_2926
1	422	1	1	SO_0002
1	422	1	10	SO_0340
1	422	1	100	SO_4805
1	422	1	11	SO_0369
1	422	1	12	SO_0381
1	422	1	13	SO_0397
1	422	1	14	SO_0575
1	422	1	15	SO_0584
1	422	1	16	SO_0680
1	422	1	17	SO_0758
1	422	1	18	SO_0822
1	422	1	19	SO_0856
1	422	1	2	SO_0012
1	422	1	20	SO_0931
1	422	1	21	SO_1113
1	422	1	22	SO_1137
1	422	1	23	SO_1137
1	422	1	24	SO_1183
1	422	1	25	SO_1197
1	422	1	26	SO_1230
1	422	1	27	SO_1271
1	422	1	28	SO_1296
1	422	1	29	SO_1303
1	422	1	3	SO_0017
1	422	1	30	SO_1356
1	422	1	31	SO_1375
1	422	1	32	SO_1412
1	422	1	33	SO_1425
1	422	1	34	SO_1470
1	422	1	35	SO_1626
1	422	1	36	SO_1647
1	422	1	37	SO_1766
1	422	1	38	SO_1853
1	422	1	39	SO_1900
1	422	1	4	SO_0111
1	422	1	40	SO_1928
1	422	1	41	SO_1958
1	422	1	42	SO_2052
1	422	1	43	SO_2081
1	422	1	44	SO_2107
1	422	1	45	SO_2127
1	422	1	46	SO_2215
1	422	1	47	SO_2216
1	422	1	48	SO_2251
1	422	1	49	SO_2255
1	422	1	5	SO_0138
1	422	1	50	SO_2411
1	422	1	51	SO_2595
1	422	1	52	SO_2637
1	422	1	53	SO_2741
1	422	1	54	SO_2746
1	422	1	55	SO_2749
1	422	1	56	SO_2766
1	422	1	57	SO_2768
1	422	1	58	SO_2802
1	422	1	59	SO_2830
1	422	1	6	SO_0174
1	422	1	60	SO_2843
1	422	1	61	SO_2848
1	422	1	62	SO_2940
1	422	1	63	SO_3052
1	422	1	64	SO_3097
1	422	1	65	SO_3125
1	422	1	66	SO_3139
1	422	1	67	SO_3198
1	422	1	68	SO_3215
1	422	1	69	SO_3223
1	422	1	7	SO_0197
1	422	1	70	SO_3224
1	422	1	71	SO_3232
1	422	1	72	SO_3240
1	422	1	73	SO_3298
1	422	1	74	SO_3306
1	422	1	75	SO_3383
1	422	1	76	SO_3525
1	422	1	77	SO_3637
1	422	1	78	SO_3680
1	422	1	79	SO_3885
1	422	1	8	SO_0224
1	422	1	80	SO_3897
1	422	1	81	SO_3916
1	422	1	82	SO_3920
1	422	1	83	SO_4019
1	422	1	84	SO_4138
1	422	1	85	SO_4173
1	422	1	86	SO_4328
1	422	1	87	SO_4346
1	422	1	88	SO_4408
1	422	1	89	SO_4468
1	422	1	9	SO_0241
1	422	1	90	SO_4471
1	422	1	91	SO_4505
1	422	1	92	SO_4509
1	422	1	93	SO_4513
1	422	1	94	SO_4526
1	422	1	95	SO_4616
1	422	1	96	SO_4635
1	422	1	97	SO_4717
1	422	1	98	SO_4741
1	422	1	99	SO_4765
1	424	1	1	SO_0070
1	424	1	2	SO_0343
1	424	1	3	SO_0573
1	424	1	4	SO_1267
1	424	1	5	SO_1580
1	424	1	6	SO_1781
1	424	1	7	SO_2597
1	424	1	8	SO_3198
1	424	1	9	SO_A0108
1	447	1	1	SO_0569
1	447	1	2	SO_2902
1	451	1	1	SO_0053
1	451	1	2	SO_0424
1	451	1	3	SO_0968
1	451	1	4	SO_1337
1	451	1	5	SO_1391
1	451	1	6	SO_3050
1	458	1	1	SO_2555
1	458	1	2	SO_4147
1	458	1	3	SO_4203
1	472	1	1	SO_0265
1	472	1	10	SO_2149
1	472	1	11	SO_2415
1	472	1	12	SO_2441
1	472	1	13	SO_2607
1	472	1	14	SO_2663
1	472	1	15	SO_2731
1	472	1	16	SO_2963
1	472	1	17	SO_3061
1	472	1	18	SO_3308
1	472	1	19	SO_3428
1	472	1	2	SO_0297
1	472	1	20	SO_3636
1	472	1	21	SO_3797
1	472	1	22	SO_3973
1	472	1	23	SO_4025
1	472	1	24	SO_4048
1	472	1	25	SO_4077
1	472	1	26	SO_4224
1	472	1	27	SO_4604
1	472	1	28	SO_4686
1	472	1	29	SO_4743
1	472	1	3	SO_0432
1	472	1	30	SO_A0186
1	472	1	4	SO_0715
1	472	1	5	SO_0990
1	472	1	6	SO_1796
1	472	1	7	SO_2073
1	472	1	8	SO_2113
1	472	1	9	SO_2115
1	475	1	1	SO_0033
1	475	1	10	SO_4706
1	475	1	2	SO_0189
1	475	1	3	SO_0815
1	475	1	4	SO_1602
1	475	1	5	SO_2748
1	475	1	6	SO_3303
1	475	1	7	SO_3370
1	475	1	8	SO_4401
1	475	1	9	SO_4559
1	478	1	1	SO_0160
1	478	1	2	SO_1016
1	478	1	3	SO_3885
1	478	1	4	SO_A0154
1	479	1	1	SO_2555
1	479	1	2	SO_4147
1	479	1	3	SO_4203
1	483	1	1	SO_2815
1	483	1	2	SO_3331
1	490	1	1	SO_0510
1	490	1	2	SO_3063
1	497	1	1	SO_0197
1	497	1	2	SO_1172
1	498	1	1	SO_0932
1	498	1	2	SO_1971
1	500	1	1	SO_0034
1	500	1	10	SO_3776
1	500	1	11	SO_3819
1	500	1	12	SO_4019
1	500	1	2	SO_0525
1	500	1	3	SO_1505
1	500	1	4	SO_1575
1	500	1	5	SO_1846
1	500	1	6	SO_2214
1	500	1	7	SO_2714
1	500	1	8	SO_3260
1	500	1	9	SO_3689
1	506	1	1	SO_3386
1	506	1	2	SO_4230
1	509	1	1	SO_0040
1	509	1	2	SO_1949
1	509	1	3	SO_4538
1	512	1	1	SO_0034
1	512	1	2	SO_0832
1	512	1	3	SO_0910
1	512	1	4	SO_2480
1	517	1	1	SO_0474
1	517	1	2	SO_1219
1	517	1	3	SO_2495
1	517	1	4	SO_2778
1	517	1	5	SO_3148
1	517	1	6	SO_4734
1	519	2	1	SO_0217
1	519	2	2	SO_0229
1	525	1	1	SO_0435
1	525	1	10	SO_2199
1	525	1	11	SO_2406
1	525	1	12	SO_2491
1	525	1	13	SO_2600
1	525	1	14	SO_2824
1	525	1	15	SO_2933
1	525	1	16	SO_3502
1	525	1	17	SO_4312
1	525	1	18	SO_4414
1	525	1	2	SO_0618
1	525	1	3	SO_1061
1	525	1	4	SO_1066
1	525	1	5	SO_1127
1	525	1	6	SO_1189
1	525	1	7	SO_1378
1	525	1	8	SO_1825
1	525	1	9	SO_2123
1	533	1	1	SO_0042
1	533	1	2	SO_0929
1	533	1	3	SO_1896
1	533	1	4	SO_3032
1	533	1	5	SO_4155
1	534	1	1	SO_0066
1	534	1	2	SO_3302
1	534	1	3	SO_4077
1	535	1	1	SO_0021
1	535	1	10	SO_3863
1	535	1	11	SO_3948
1	535	1	12	SO_3991
1	535	1	13	SO_4669
1	535	1	14	SO_4681
1	535	1	15	SO_A0140
1	535	1	2	SO_0575
1	535	1	3	SO_0786
1	535	1	4	SO_0848
1	535	1	5	SO_2347
1	535	1	6	SO_2459
1	535	1	7	SO_2495
1	535	1	8	SO_2514
1	535	1	9	SO_3560
1	536	1	1	SO_1203
1	536	1	2	SO_1289
1	553	1	1	SO_1277
1	553	1	2	SO_2986
1	553	1	3	SO_4383
1	555	1	1	SO_0911
1	555	1	2	SO_1389
1	555	1	3	SO_1720
1	555	1	4	SO_2411
1	555	1	5	SO_3517
1	555	1	6	SO_4056
1	556	1	1	SO_1642
1	556	1	2	SO_A0076
1	557	1	1	SO_1965
1	557	1	2	SO_3268
1	569	1	1	SO_0911
1	569	1	2	SO_2577
1	569	1	3	SO_2618
1	569	1	4	SO_3204
1	569	1	5	SO_3211
1	569	1	6	SO_4756
1	569	1	7	SO_A0006
1	569	1	8	SO_A0095
1	593	1	1	SO_1792
1	593	1	2	SO_2594
1	593	1	3	SO_3737
1	593	1	4	SO_4214
1	597	1	1	SO_2054
1	597	1	2	SO_A0161
1	602	1	1	SO_2459
1	602	1	2	SO_3379
1	608	1	1	SO_3237
1	608	1	2	SO_3238
1	608	1	3	SO_3504
1	608	1	4	SO_3689
1	609	1	1	SO_1010
1	609	1	2	SO_2119
1	609	1	3	SO_3817
1	610	1	1	SO_0394
1	610	1	2	SO_0978
1	610	1	3	SO_3254
1	610	1	4	SO_4599
1	614	1	1	SO_0680
1	614	1	2	SO_1745
1	619	1	1	SO_1202
1	619	1	2	SO_1910
1	619	1	3	SO_4002
1	622	1	1	SO_2491
1	622	1	2	SO_4177
1	622	1	3	SO_4525
1	625	1	1	SO_1117
1	625	1	2	SO_3525
1	632	1	1	SO_0297
1	632	1	2	SO_1821
1	632	1	3	SO_3624
1	633	1	1	SO_0368
1	633	1	2	SO_1810
1	633	1	3	SO_3070
1	633	1	4	SO_4066
1	636	1	1	SO_1414
1	636	1	2	SO_2427
1	636	1	3	SO_3969
1	638	1	1	SO_1602
1	638	1	2	SO_2774
1	638	1	3	SO_3072
1	644	1	1	SO_0086
1	644	1	10	SO_4218
1	644	1	11	SO_4405
1	644	1	12	SO_4565
1	644	1	2	SO_1939
1	644	1	3	SO_2796
1	644	1	4	SO_2916
1	644	1	5	SO_3058
1	644	1	6	SO_3504
1	644	1	7	SO_3760
1	644	1	8	SO_3783
1	644	1	9	SO_3797
1	653	1	1	SO_2740
1	653	1	2	SO_3014
1	653	1	3	SO_3822
1	659	1	1	SO_0424
1	659	1	10	SO_2452
1	659	1	11	SO_2593
1	659	1	12	SO_2617
1	659	1	13	SO_2742
1	659	1	14	SO_2791
1	659	1	15	SO_2889
1	659	1	16	SO_3285
1	659	1	17	SO_3351
1	659	1	18	SO_4109
1	659	1	19	SO_4261
1	659	1	2	SO_0725
1	659	1	20	SO_4458
1	659	1	21	SO_4739
1	659	1	3	SO_0777
1	659	1	4	SO_1341
1	659	1	5	SO_1733
1	659	1	6	SO_1987
1	659	1	7	SO_2064
1	659	1	8	SO_2320
1	659	1	9	SO_2429
1	660	1	1	SO_0491
1	660	1	2	SO_0781
1	662	1	1	SO_2968
1	662	1	2	SO_3336
1	665	3	1	SO_A0110
1	665	3	2	SO_A0112
1	673	1	1	SO_0695
1	673	1	2	SO_0870
1	673	1	3	SO_0888
1	673	1	4	SO_1498
1	673	1	5	SO_2702
1	673	1	6	SO_3740
1	673	1	7	SO_3828
1	678	1	1	SO_0184
1	678	1	2	SO_2268
1	678	1	3	SO_2699
1	678	1	4	SO_2951
1	678	1	5	SO_4733
1	688	1	1	SO_1980
1	688	1	2	SO_3167
1	688	1	3	SO_3275
1	688	1	4	SO_4032
1	689	1	1	SO_1851
1	689	1	2	SO_3498
1	698	1	1	SO_0066
1	698	1	10	SO_1946
1	698	1	11	SO_2266
1	698	1	12	SO_2310
1	698	1	13	SO_2600
1	698	1	14	SO_2824
1	698	1	15	SO_3057
1	698	1	16	SO_3086
1	698	1	17	SO_3407
1	698	1	18	SO_3474
1	698	1	19	SO_3497
1	698	1	2	SO_0215
1	698	1	20	SO_3563
1	698	1	21	SO_3613
1	698	1	22	SO_4737
1	698	1	23	SO_A0052
1	698	1	3	SO_0225
1	698	1	4	SO_0486
1	698	1	5	SO_0795
1	698	1	6	SO_1122
1	698	1	7	SO_1458
1	698	1	8	SO_1895
1	698	1	9	SO_1930
1	703	1	1	SO_0338
1	703	1	2	SO_1215
1	703	1	3	SO_2222
1	703	1	4	SO_2953
1	703	1	5	SO_3213
1	703	1	6	SO_3288
1	714	1	1	SO_2557
1	714	1	2	SO_3094
1	719	1	1	SO_0560
1	719	1	2	SO_3002
1	719	1	3	SO_3622
1	719	1	4	SO_4060
1	725	1	1	SO_2487
1	725	1	2	SO_4004
1	731	1	1	SO_1268
1	731	1	2	SO_4328
1	733	1	1	SO_0479
1	733	1	2	SO_0572
1	741	1	1	SO_2136
1	741	1	2	SO_2345
1	741	1	3	SO_2452
1	741	1	4	SO_3144
1	741	1	5	SO_3532
1	745	1	1	SO_2654
1	745	1	2	SO_2793
1	745	1	3	SO_3171
1	745	1	4	SO_4754
1	748	1	1	SO_0456
1	748	1	2	SO_3019
1	748	1	3	SO_4509
1	752	1	1	SO_0130
1	752	1	2	SO_0835
1	756	1	1	SO_0002
1	756	1	10	SO_2014
1	756	1	11	SO_2071
1	756	1	12	SO_2174
1	756	1	13	SO_2189
1	756	1	14	SO_2192
1	756	1	15	SO_2195
1	756	1	16	SO_2415
1	756	1	17	SO_2525
1	756	1	18	SO_2619
1	756	1	19	SO_2753
1	756	1	2	SO_0004
1	756	1	20	SO_2889
1	756	1	21	SO_2935
1	756	1	22	SO_3033
1	756	1	23	SO_3058
1	756	1	24	SO_3077
1	756	1	25	SO_3083
1	756	1	26	SO_3091
1	756	1	27	SO_3232
1	756	1	28	SO_3285
1	756	1	29	SO_3303
1	756	1	3	SO_0382
1	756	1	30	SO_3424
1	756	1	31	SO_3563
1	756	1	32	SO_3627
1	756	1	33	SO_3632
1	756	1	34	SO_3642
1	756	1	35	SO_3700
1	756	1	36	SO_3822
1	756	1	37	SO_4066
1	756	1	38	SO_4143
1	756	1	39	SO_4257
1	756	1	4	SO_0754
1	756	1	40	SO_4349
1	756	1	41	SO_4379
1	756	1	42	SO_4417
1	756	1	43	SO_4454
1	756	1	44	SO_4594
1	756	1	45	SO_4600
1	756	1	46	SO_4628
1	756	1	47	SO_4666
1	756	1	48	SO_4754
1	756	1	49	SO_A0012
1	756	1	5	SO_0872
1	756	1	50	SO_A0044
1	756	1	51	SO_A0156
1	756	1	6	SO_1391
1	756	1	7	SO_1559
1	756	1	8	SO_1642
1	756	1	9	SO_1882
1	757	1	1	SO_1734
1	757	1	2	SO_2111
1	757	1	3	SO_4513
1	757	1	4	SO_4571
1	757	1	5	SO_4731
1	781	1	1	SO_1902
1	781	1	2	SO_4149
1	783	1	1	SO_3023
1	783	1	2	SO_4396
1	786	1	1	SO_0001
1	786	1	10	SO_0528
1	786	1	11	SO_0560
1	786	1	12	SO_0608
1	786	1	13	SO_0662
1	786	1	14	SO_0885
1	786	1	15	SO_0951
1	786	1	16	SO_1051
1	786	1	17	SO_1065
1	786	1	18	SO_1096
1	786	1	19	SO_1302
1	786	1	2	SO_0029
1	786	1	20	SO_1321
1	786	1	21	SO_1375
1	786	1	22	SO_1375
1	786	1	23	SO_1459
1	786	1	24	SO_1556
1	786	1	25	SO_1580
1	786	1	26	SO_1651
1	786	1	27	SO_1873
1	786	1	28	SO_2049
1	786	1	29	SO_2086
1	786	1	3	SO_0134
1	786	1	30	SO_2121
1	786	1	31	SO_2149
1	786	1	32	SO_2216
1	786	1	33	SO_2306
1	786	1	34	SO_2433
1	786	1	35	SO_2499
1	786	1	36	SO_2593
1	786	1	37	SO_2625
1	786	1	38	SO_2660
1	786	1	39	SO_2679
1	786	1	4	SO_0152
1	786	1	40	SO_2714
1	786	1	41	SO_2768
1	786	1	42	SO_2801
1	786	1	43	SO_2889
1	786	1	44	SO_2924
1	786	1	45	SO_2934
1	786	1	46	SO_3072
1	786	1	47	SO_3103
1	786	1	48	SO_3139
1	786	1	49	SO_3148
1	786	1	5	SO_0174
1	786	1	50	SO_3164
1	786	1	51	SO_3200
1	786	1	52	SO_3229
1	786	1	53	SO_3271
1	786	1	54	SO_3294
1	786	1	55	SO_3421
1	786	1	56	SO_3428
1	786	1	57	SO_3457
1	786	1	58	SO_3488
1	786	1	59	SO_3521
1	786	1	6	SO_0405
1	786	1	60	SO_3577
1	786	1	61	SO_3595
1	786	1	62	SO_3698
1	786	1	63	SO_3700
1	786	1	64	SO_3731
1	786	1	65	SO_3765
1	786	1	66	SO_3778
1	786	1	67	SO_3782
1	786	1	68	SO_3848
1	786	1	69	SO_3892
1	786	1	7	SO_0415
1	786	1	70	SO_3941
1	786	1	71	SO_4100
1	786	1	72	SO_4128
1	786	1	73	SO_4128
1	786	1	74	SO_4249
1	786	1	75	SO_4327
1	786	1	76	SO_4351
1	786	1	77	SO_4353
1	786	1	78	SO_4360
1	786	1	79	SO_4403
1	786	1	8	SO_0476
1	786	1	80	SO_4444
1	786	1	81	SO_4586
1	786	1	82	SO_4590
1	786	1	83	SO_4618
1	786	1	84	SO_4635
1	786	1	85	SO_4712
1	786	1	86	SO_4712
1	786	1	87	SO_4757
1	786	1	88	SO_A0032
1	786	1	89	SO_A0044
1	786	1	9	SO_0500
1	786	1	90	SO_A0045
1	786	1	91	SO_A0106
1	786	1	92	SO_A0106
1	786	1	93	SO_A0110
1	786	1	94	SO_A0112
1	790	1	1	SO_1559
1	790	1	2	SO_A0108
1	797	1	1	SO_1538
1	797	1	2	SO_3973
1	798	1	1	SO_0963
1	798	1	2	SO_2643
1	820	1	1	SO_1198
1	820	1	2	SO_4586
1	822	1	1	SO_1900
1	822	1	2	SO_4211
1	822	1	3	SO_4511
1	827	1	1	SO_0332
1	827	1	2	SO_1289
1	829	1	1	SO_0484
1	829	1	2	SO_4692
1	830	1	1	SO_3247
1	830	1	2	SO_4705
1	835	1	1	SO_1072
1	835	1	10	SO_3273
1	835	1	11	SO_3334
1	835	1	12	SO_3382
1	835	1	13	SO_3733
1	835	1	14	SO_3918
1	835	1	15	SO_4068
1	835	1	16	SO_4422
1	835	1	17	SO_4681
1	835	1	2	SO_1183
1	835	1	3	SO_1293
1	835	1	4	SO_1361
1	835	1	5	SO_1513
1	835	1	6	SO_1851
1	835	1	7	SO_2102
1	835	1	8	SO_2397
1	835	1	9	SO_3159
1	849	1	1	SO_0276
1	849	1	2	SO_1117
1	849	1	3	SO_A0114
1	850	1	1	SO_1607
1	850	1	2	SO_2856
1	851	1	1	SO_0679
1	851	1	2	SO_3312
1	853	1	1	SO_0633
1	853	1	2	SO_1614
1	853	1	3	SO_3318
1	853	1	4	SO_4104
1	854	1	1	SO_0956
1	854	1	2	SO_3638
1	863	2	1	SO_0217
1	863	2	2	SO_0229
1	865	1	1	SO_1900
1	865	1	2	SO_4211
1	865	1	3	SO_4511
1	868	1	1	SO_0778
1	868	1	2	SO_2682
1	868	1	3	SO_3048
1	868	1	4	SO_3228
1	868	1	5	SO_3764
1	871	1	1	SO_0344
1	871	1	2	SO_3023
1	882	1	1	SO_0544
1	882	1	10	SO_2594
1	882	1	11	SO_2609
1	882	1	12	SO_3517
1	882	1	13	SO_3655
1	882	1	14	SO_3930
1	882	1	15	SO_3969
1	882	1	16	SO_4102
1	882	1	17	SO_4552
1	882	1	18	SO_4575
1	882	1	2	SO_0691
1	882	1	3	SO_0801
1	882	1	4	SO_0867
1	882	1	5	SO_1141
1	882	1	6	SO_1949
1	882	1	7	SO_2116
1	882	1	8	SO_2351
1	882	1	9	SO_2581
1	886	1	1	SO_1480
1	886	1	2	SO_4400
1	889	1	1	SO_0196
1	889	1	2	SO_3491
1	893	1	1	SO_0416
1	893	1	2	SO_0917
1	893	1	3	SO_4359
1	893	1	4	SO_4539
1	893	1	5	SO_4607
1	899	1	1	SO_0882
1	899	1	2	SO_4804
1	900	1	1	SO_0067
1	900	1	2	SO_3678
1	904	1	1	SO_0719
1	904	1	2	SO_3637
1	905	1	1	SO_1228
1	905	1	10	SO_4356
1	905	1	11	SO_4454
1	905	1	2	SO_1900
1	905	1	3	SO_2108
1	905	1	4	SO_2589
1	905	1	5	SO_2743
1	905	1	6	SO_3048
1	905	1	7	SO_3746
1	905	1	8	SO_3838
1	905	1	9	SO_4234
1	907	1	1	SO_0622
1	907	1	2	SO_1424
1	910	1	1	SO_2036
1	910	1	2	SO_2164
1	910	1	3	SO_2528
1	912	1	1	SO_0918
1	912	1	2	SO_1760
1	912	1	3	SO_1841
1	912	1	4	SO_2430
1	912	1	5	SO_2565
1	912	1	6	SO_3122
1	921	1	1	SO_1174
1	921	1	10	SO_4534
1	921	1	11	SO_A0004
1	921	1	12	SO_A0007
1	921	1	2	SO_2418
1	921	1	3	SO_3273
1	921	1	4	SO_3360
1	921	1	5	SO_3370
1	921	1	6	SO_3823
1	921	1	7	SO_3878
1	921	1	8	SO_4284
1	921	1	9	SO_4497
1	927	1	1	SO_0145
1	927	1	2	SO_4146
1	928	1	1	SO_0384
1	928	1	2	SO_2083
1	930	1	1	SO_0695
1	930	1	2	SO_0870
1	930	1	3	SO_0888
1	930	1	4	SO_1498
1	930	1	5	SO_2702
1	930	1	6	SO_3740
1	930	1	7	SO_3828
1	935	1	1	SO_1664
1	935	1	2	SO_2304
1	937	1	1	SO_0479
1	937	1	2	SO_0572
1	949	1	1	SO_1701
1	949	1	2	SO_3106
1	953	1	1	SO_1424
1	953	1	2	SO_2935
1	953	1	3	SO_3414
1	953	1	4	SO_4657
1	953	1	5	SO_A0059
1	956	1	1	SO_0224
1	956	1	2	SO_0947
1	956	1	3	SO_3183
1	960	1	1	SO_0781
1	960	1	2	SO_2483
1	960	1	3	SO_2673
1	960	1	4	SO_2708
1	960	1	5	SO_3256
1	961	1	1	SO_1550
1	961	1	2	SO_1760
1	961	1	3	SO_3152
1	963	1	1	SO_0127
1	963	1	2	SO_4193
1	963	1	3	SO_4626
1	964	1	1	SO_0778
1	964	1	2	SO_1183
1	964	1	3	SO_2304
1	965	1	1	SO_2593
1	965	1	2	SO_3747
1	967	1	1	SO_0017
1	967	1	10	SO_2581
1	967	1	11	SO_2619
1	967	1	12	SO_2753
1	967	1	13	SO_2762
1	967	1	14	SO_2764
1	967	1	15	SO_2926
1	967	1	16	SO_4060
1	967	1	17	SO_4089
1	967	1	18	SO_4118
1	967	1	19	SO_4466
1	967	1	2	SO_0441
1	967	1	3	SO_0668
1	967	1	4	SO_0900
1	967	1	5	SO_0968
1	967	1	6	SO_1183
1	967	1	7	SO_1311
1	967	1	8	SO_1646
1	967	1	9	SO_2385
1	970	1	1	SO_1332
1	970	1	2	SO_3240
1	971	1	1	SO_2444
1	971	1	2	SO_2461
1	974	1	1	SO_1463
1	974	1	2	SO_2115
1	979	1	1	SO_0152
1	979	1	10	SO_1796
1	979	1	11	SO_2052
1	979	1	12	SO_2088
1	979	1	13	SO_2123
1	979	1	14	SO_2185
1	979	1	15	SO_2411
1	979	1	16	SO_2544
1	979	1	17	SO_2628
1	979	1	18	SO_2681
1	979	1	19	SO_3063
1	979	1	2	SO_0184
1	979	1	20	SO_3113
1	979	1	21	SO_3345
1	979	1	22	SO_3982
1	979	1	23	SO_4025
1	979	1	24	SO_4149
1	979	1	25	SO_4225
1	979	1	26	SO_4405
1	979	1	27	SO_4682
1	979	1	3	SO_0205
1	979	1	4	SO_0207
1	979	1	5	SO_0224
1	979	1	6	SO_0959
1	979	1	7	SO_1209
1	979	1	8	SO_1211
1	979	1	9	SO_1362
1	984	1	1	SO_4628
1	984	1	2	SO_4749
1	987	1	1	SO_3479
1	987	1	2	SO_4587
1	988	1	1	SO_0455
1	988	1	2	SO_1599
1	994	1	1	SO_0500
1	994	1	2	SO_0500
1	994	1	3	SO_1707
1	996	1	1	SO_0353
1	996	1	2	SO_0662
1	996	1	3	SO_1059
1	996	1	4	SO_1322
1	996	1	5	SO_1550
1	996	1	6	SO_2600
1	996	1	7	SO_3541
1	996	1	8	SO_3859
1	996	1	9	SO_4403
1	998	1	1	SO_0632
1	998	1	2	SO_1074
1	998	1	3	SO_2572
1	1001	1	1	SO_1570
1	1001	1	2	SO_3409
1	1005	1	1	SO_1434
1	1005	1	2	SO_2421
1	1005	1	3	SO_2459
1	1006	1	1	SO_0102
1	1006	1	2	SO_4555
1	1014	1	1	SO_0787
1	1014	1	2	SO_0975
1	1015	1	1	SO_0425
1	1015	1	2	SO_3525
1	1016	1	1	SO_0359
1	1016	1	2	SO_0620
1	1016	1	3	SO_0680
1	1016	1	4	SO_1538
1	1016	1	5	SO_1781
1	1016	1	6	SO_2680
1	1016	1	7	SO_3195
1	1016	1	8	SO_4118
1	1017	1	1	SO_3545
1	1017	1	2	SO_4317
1	1017	1	3	SO_4317
1	1030	1	1	SO_1429
1	1030	1	2	SO_2596
1	1032	1	1	SO_0577
1	1032	1	2	SO_2290
1	1036	1	1	SO_0160
1	1036	1	10	SO_3431
1	1036	1	11	SO_4223
1	1036	1	12	SO_4666
1	1036	1	2	SO_0224
1	1036	1	3	SO_0274
1	1036	1	4	SO_0366
1	1036	1	5	SO_1319
1	1036	1	6	SO_1499
1	1036	1	7	SO_1627
1	1036	1	8	SO_1960
1	1036	1	9	SO_2564
1	1037	1	1	SO_0778
1	1037	1	2	SO_1183
1	1037	1	3	SO_2304
1	1041	1	1	SO_0491
1	1041	1	2	SO_0781
